"","agency_cd","site_no","dateTime","X_00065_00000","X_00065_00000_cd","tz_cd"
"189","USGS","11022830","2024-09-02 23:00:00",1.65,"P","America/Los_Angeles"
"190","USGS","11022830","2024-09-02 23:15:00",1.65,"P","America/Los_Angeles"
"191","USGS","11022830","2024-09-02 23:30:00",1.65,"P","America/Los_Angeles"
"192","USGS","11022830","2024-09-02 23:45:00",1.65,"P","America/Los_Angeles"
"193","USGS","11022830","2024-09-03 00:00:00",1.65,"P","America/Los_Angeles"
"194","USGS","11022830","2024-09-03 00:15:00",1.65,"P","America/Los_Angeles"
"195","USGS","11022830","2024-09-03 00:30:00",1.65,"P","America/Los_Angeles"
"196","USGS","11022830","2024-09-03 00:45:00",1.65,"P","America/Los_Angeles"
"197","USGS","11022830","2024-09-03 01:00:00",1.65,"P","America/Los_Angeles"
"198","USGS","11022830","2024-09-03 01:15:00",1.65,"P","America/Los_Angeles"
"199","USGS","11022830","2024-09-03 01:30:00",1.66,"P","America/Los_Angeles"
"200","USGS","11022830","2024-09-03 01:45:00",1.65,"P","America/Los_Angeles"
"201","USGS","11022830","2024-09-03 02:00:00",1.65,"P","America/Los_Angeles"
"202","USGS","11022830","2024-09-03 02:15:00",1.65,"P","America/Los_Angeles"
"203","USGS","11022830","2024-09-03 02:30:00",1.65,"P","America/Los_Angeles"
"204","USGS","11022830","2024-09-03 02:45:00",1.65,"P","America/Los_Angeles"
"205","USGS","11022830","2024-09-03 03:00:00",1.66,"P","America/Los_Angeles"
"206","USGS","11022830","2024-09-03 03:15:00",1.66,"P","America/Los_Angeles"
"207","USGS","11022830","2024-09-03 03:30:00",1.66,"P","America/Los_Angeles"
"208","USGS","11022830","2024-09-03 03:45:00",1.66,"P","America/Los_Angeles"
"209","USGS","11022830","2024-09-03 04:00:00",1.66,"P","America/Los_Angeles"
"210","USGS","11022830","2024-09-03 04:15:00",1.66,"P","America/Los_Angeles"
"211","USGS","11022830","2024-09-03 04:30:00",1.66,"P","America/Los_Angeles"
"212","USGS","11022830","2024-09-03 04:45:00",1.66,"P","America/Los_Angeles"
"213","USGS","11022830","2024-09-03 05:00:00",1.66,"P","America/Los_Angeles"
"214","USGS","11022830","2024-09-03 05:15:00",1.66,"P","America/Los_Angeles"
"215","USGS","11022830","2024-09-03 05:30:00",1.67,"P","America/Los_Angeles"
"216","USGS","11022830","2024-09-03 05:45:00",1.66,"P","America/Los_Angeles"
"217","USGS","11022830","2024-09-03 06:00:00",1.66,"P","America/Los_Angeles"
"218","USGS","11022830","2024-09-03 06:15:00",1.66,"P","America/Los_Angeles"
"219","USGS","11022830","2024-09-03 06:30:00",1.66,"P","America/Los_Angeles"
"220","USGS","11022830","2024-09-03 06:45:00",1.67,"P","America/Los_Angeles"
"221","USGS","11022830","2024-09-03 07:00:00",1.67,"P","America/Los_Angeles"
"222","USGS","11022830","2024-09-03 07:15:00",1.67,"P","America/Los_Angeles"
"223","USGS","11022830","2024-09-03 07:30:00",1.67,"P","America/Los_Angeles"
"224","USGS","11022830","2024-09-03 07:45:00",1.67,"P","America/Los_Angeles"
"225","USGS","11022830","2024-09-03 08:00:00",1.67,"P","America/Los_Angeles"
"226","USGS","11022830","2024-09-03 08:15:00",1.67,"P","America/Los_Angeles"
"227","USGS","11022830","2024-09-03 08:30:00",1.67,"P","America/Los_Angeles"
"228","USGS","11022830","2024-09-03 08:45:00",1.67,"P","America/Los_Angeles"
"229","USGS","11022830","2024-09-03 09:00:00",1.67,"P","America/Los_Angeles"
"230","USGS","11022830","2024-09-03 09:15:00",1.67,"P","America/Los_Angeles"
"231","USGS","11022830","2024-09-03 09:30:00",1.66,"P","America/Los_Angeles"
"232","USGS","11022830","2024-09-03 09:45:00",1.67,"P","America/Los_Angeles"
"233","USGS","11022830","2024-09-03 10:00:00",1.67,"P","America/Los_Angeles"
"234","USGS","11022830","2024-09-03 10:15:00",1.66,"P","America/Los_Angeles"
"235","USGS","11022830","2024-09-03 10:30:00",1.66,"P","America/Los_Angeles"
"236","USGS","11022830","2024-09-03 10:45:00",1.66,"P","America/Los_Angeles"
"237","USGS","11022830","2024-09-03 11:00:00",1.66,"P","America/Los_Angeles"
"238","USGS","11022830","2024-09-03 11:15:00",1.66,"P","America/Los_Angeles"
"239","USGS","11022830","2024-09-03 11:30:00",1.66,"P","America/Los_Angeles"
"240","USGS","11022830","2024-09-03 11:45:00",1.66,"P","America/Los_Angeles"
"241","USGS","11022830","2024-09-03 12:00:00",1.65,"P","America/Los_Angeles"
"242","USGS","11022830","2024-09-03 12:15:00",1.65,"P","America/Los_Angeles"
"243","USGS","11022830","2024-09-03 12:30:00",1.65,"P","America/Los_Angeles"
"244","USGS","11022830","2024-09-03 12:45:00",1.65,"P","America/Los_Angeles"
"245","USGS","11022830","2024-09-03 13:00:00",1.64,"P","America/Los_Angeles"
"246","USGS","11022830","2024-09-03 13:15:00",1.64,"P","America/Los_Angeles"
"247","USGS","11022830","2024-09-03 13:30:00",1.64,"P","America/Los_Angeles"
"248","USGS","11022830","2024-09-03 13:45:00",1.64,"P","America/Los_Angeles"
"249","USGS","11022830","2024-09-03 14:00:00",1.64,"P","America/Los_Angeles"
"250","USGS","11022830","2024-09-03 14:15:00",1.64,"P","America/Los_Angeles"
"251","USGS","11022830","2024-09-03 14:30:00",1.64,"P","America/Los_Angeles"
"252","USGS","11022830","2024-09-03 14:45:00",1.64,"P","America/Los_Angeles"
"253","USGS","11022830","2024-09-03 15:00:00",1.63,"P","America/Los_Angeles"
"254","USGS","11022830","2024-09-03 15:15:00",1.63,"P","America/Los_Angeles"
"255","USGS","11022830","2024-09-03 15:30:00",1.64,"P","America/Los_Angeles"
"256","USGS","11022830","2024-09-03 15:45:00",1.63,"P","America/Los_Angeles"
"257","USGS","11022830","2024-09-03 16:00:00",1.63,"P","America/Los_Angeles"
"258","USGS","11022830","2024-09-03 16:15:00",1.63,"P","America/Los_Angeles"
"259","USGS","11022830","2024-09-03 16:30:00",1.63,"P","America/Los_Angeles"
"260","USGS","11022830","2024-09-03 16:45:00",1.63,"P","America/Los_Angeles"
"261","USGS","11022830","2024-09-03 17:00:00",1.63,"P","America/Los_Angeles"
"262","USGS","11022830","2024-09-03 17:15:00",1.63,"P","America/Los_Angeles"
"263","USGS","11022830","2024-09-03 17:30:00",1.63,"P","America/Los_Angeles"
"264","USGS","11022830","2024-09-03 17:45:00",1.63,"P","America/Los_Angeles"
"265","USGS","11022830","2024-09-03 18:00:00",1.63,"P","America/Los_Angeles"
"266","USGS","11022830","2024-09-03 18:15:00",1.63,"P","America/Los_Angeles"
"267","USGS","11022830","2024-09-03 18:30:00",1.63,"P","America/Los_Angeles"
"268","USGS","11022830","2024-09-03 18:45:00",1.63,"P","America/Los_Angeles"
"269","USGS","11022830","2024-09-03 19:00:00",1.63,"P","America/Los_Angeles"
"270","USGS","11022830","2024-09-03 19:15:00",1.63,"P","America/Los_Angeles"
"271","USGS","11022830","2024-09-03 19:30:00",1.63,"P","America/Los_Angeles"
"272","USGS","11022830","2024-09-03 19:45:00",1.63,"P","America/Los_Angeles"
"273","USGS","11022830","2024-09-03 20:00:00",1.63,"P","America/Los_Angeles"
"274","USGS","11022830","2024-09-03 20:15:00",1.63,"P","America/Los_Angeles"
"275","USGS","11022830","2024-09-03 20:30:00",1.64,"P","America/Los_Angeles"
"276","USGS","11022830","2024-09-03 20:45:00",1.64,"P","America/Los_Angeles"
"277","USGS","11022830","2024-09-03 21:00:00",1.64,"P","America/Los_Angeles"
"278","USGS","11022830","2024-09-03 21:15:00",1.64,"P","America/Los_Angeles"
"279","USGS","11022830","2024-09-03 21:30:00",1.64,"P","America/Los_Angeles"
"280","USGS","11022830","2024-09-03 21:45:00",1.64,"P","America/Los_Angeles"
"281","USGS","11022830","2024-09-03 22:00:00",1.64,"P","America/Los_Angeles"
"282","USGS","11022830","2024-09-03 22:15:00",1.65,"P","America/Los_Angeles"
"283","USGS","11022830","2024-09-03 22:30:00",1.65,"P","America/Los_Angeles"
"284","USGS","11022830","2024-09-03 22:45:00",1.65,"P","America/Los_Angeles"
"285","USGS","11022830","2024-09-03 23:00:00",1.65,"P","America/Los_Angeles"
"286","USGS","11022830","2024-09-03 23:15:00",1.66,"P","America/Los_Angeles"
"287","USGS","11022830","2024-09-03 23:30:00",1.66,"P","America/Los_Angeles"
"288","USGS","11022830","2024-09-03 23:45:00",1.66,"P","America/Los_Angeles"
"289","USGS","11022830","2024-09-04 00:00:00",1.66,"P","America/Los_Angeles"
"290","USGS","11022830","2024-09-04 00:15:00",1.66,"P","America/Los_Angeles"
"291","USGS","11022830","2024-09-04 00:30:00",1.66,"P","America/Los_Angeles"
"292","USGS","11022830","2024-09-04 00:45:00",1.66,"P","America/Los_Angeles"
"293","USGS","11022830","2024-09-04 01:00:00",1.66,"P","America/Los_Angeles"
"294","USGS","11022830","2024-09-04 01:15:00",1.66,"P","America/Los_Angeles"
"295","USGS","11022830","2024-09-04 01:30:00",1.66,"P","America/Los_Angeles"
"296","USGS","11022830","2024-09-04 01:45:00",1.66,"P","America/Los_Angeles"
"297","USGS","11022830","2024-09-04 02:00:00",1.66,"P","America/Los_Angeles"
"298","USGS","11022830","2024-09-04 02:15:00",1.66,"P","America/Los_Angeles"
"299","USGS","11022830","2024-09-04 02:30:00",1.65,"P","America/Los_Angeles"
"300","USGS","11022830","2024-09-04 02:45:00",1.65,"P","America/Los_Angeles"
"301","USGS","11022830","2024-09-04 03:00:00",1.65,"P","America/Los_Angeles"
"302","USGS","11022830","2024-09-04 03:15:00",1.65,"P","America/Los_Angeles"
"303","USGS","11022830","2024-09-04 03:30:00",1.65,"P","America/Los_Angeles"
"304","USGS","11022830","2024-09-04 03:45:00",1.66,"P","America/Los_Angeles"
"305","USGS","11022830","2024-09-04 04:00:00",1.65,"P","America/Los_Angeles"
"306","USGS","11022830","2024-09-04 04:15:00",1.65,"P","America/Los_Angeles"
"307","USGS","11022830","2024-09-04 04:30:00",1.65,"P","America/Los_Angeles"
"308","USGS","11022830","2024-09-04 04:45:00",1.65,"P","America/Los_Angeles"
"309","USGS","11022830","2024-09-04 05:00:00",1.66,"P","America/Los_Angeles"
"310","USGS","11022830","2024-09-04 05:15:00",1.66,"P","America/Los_Angeles"
"311","USGS","11022830","2024-09-04 05:30:00",1.66,"P","America/Los_Angeles"
"312","USGS","11022830","2024-09-04 05:45:00",1.66,"P","America/Los_Angeles"
"313","USGS","11022830","2024-09-04 06:00:00",1.66,"P","America/Los_Angeles"
"314","USGS","11022830","2024-09-04 06:15:00",1.66,"P","America/Los_Angeles"
"315","USGS","11022830","2024-09-04 06:30:00",1.66,"P","America/Los_Angeles"
"316","USGS","11022830","2024-09-04 06:45:00",1.66,"P","America/Los_Angeles"
"317","USGS","11022830","2024-09-04 07:00:00",1.66,"P","America/Los_Angeles"
"318","USGS","11022830","2024-09-04 07:15:00",1.66,"P","America/Los_Angeles"
"319","USGS","11022830","2024-09-04 07:30:00",1.66,"P","America/Los_Angeles"
"320","USGS","11022830","2024-09-04 07:45:00",1.66,"P","America/Los_Angeles"
"321","USGS","11022830","2024-09-04 08:00:00",1.66,"P","America/Los_Angeles"
"322","USGS","11022830","2024-09-04 08:15:00",1.66,"P","America/Los_Angeles"
"323","USGS","11022830","2024-09-04 08:30:00",1.66,"P","America/Los_Angeles"
"324","USGS","11022830","2024-09-04 08:45:00",1.66,"P","America/Los_Angeles"
"325","USGS","11022830","2024-09-04 09:00:00",1.66,"P","America/Los_Angeles"
"326","USGS","11022830","2024-09-04 09:15:00",1.66,"P","America/Los_Angeles"
"327","USGS","11022830","2024-09-04 09:30:00",1.66,"P","America/Los_Angeles"
"328","USGS","11022830","2024-09-04 09:45:00",1.67,"P","America/Los_Angeles"
"329","USGS","11022830","2024-09-04 10:00:00",1.66,"P","America/Los_Angeles"
"330","USGS","11022830","2024-09-04 10:15:00",1.66,"P","America/Los_Angeles"
"331","USGS","11022830","2024-09-04 10:30:00",1.66,"P","America/Los_Angeles"
